_id,OBJECTID,STRUCTID,ADDRESS,STREETNAME,CROSSSTREET1,CROSSSTREET2,SUFFIX,UNIT_NUMBER,TREE_POSITION_NUMBER,SITE,WARD,COMMON_NAME,DBH_TRUNK,geometry
3314557,3797,381209,245,DOUGLAS DR,GLEN RD,,,0.0,320.0,CHORLEY PARK,11.0,"Maple, silver",62.0,"{'type': 'Point', 'coordinates': (-79.370132396259, 43.6873611830787)}"
3314558,3798,NY87213,30,UPPER CANADA DR,OLD YONGE ST,LORD SEATON RD,,0.0,110.0,,15.0,Pine scots,62.0,"{'type': 'Point', 'coordinates': (-79.405717443267, 43.7529029518626)}"
3314559,3799,246204,27,WOODGROVE DR,,MORNING DEW RD,,0.0,10.0,,25.0,"Apple, Sargents",20.0,"{'type': 'Point', 'coordinates': (-79.1682336804954, 43.7668463676395)}"
3314560,3800,NY63858,25,BOWRING WALK,JOEL SWIRSKY BLVD,JOEL SWIRSKY BLVD,,0.0,20.0,,6.0,"Honey locust, 'Skyline'",20.0,"{'type': 'Point', 'coordinates': (-79.4506064875386, 43.7481987468904)}"
3314561,3801,599931,21,ELMVALE CRES,SILVERSTONE DR,SILVERSTONE DR,,0.0,10.0,,1.0,"Linden, littleleaf 'Greenspire'",6.0,"{'type': 'Point', 'coordinates': (-79.5997142235502, 43.7405505566757)}"
3314562,3802,TO6387,46,BECK AVE,OAKCREST AVE,KEYSTONE AVE,,0.0,10.0,,19.0,"Maple, Norway",90.0,"{'type': 'Point', 'coordinates': (-79.3073527885419, 43.6857342153185)}"
3314563,3803,270768,56,CHAPEL PARK SQ,CHAPEL PARK SQ,CHAPEL PARK SQ,,0.0,10.0,,22.0,"Planetree, London",2.0,"{'type': 'Point', 'coordinates': (-79.3156173527026, 43.8213182081457)}"
3314564,3804,ET74394,41,OVIDA AVE,SHAVER AVE S,HARJOLYN DR,,0.0,10.0,,3.0,"Maple, Norway 'Schwedler'",80.0,"{'type': 'Point', 'coordinates': (-79.5462614412053, 43.6343344574321)}"
3314565,3805,16084,16,PARKLEA DR,HANNA RD,RUMSEY RD,,0.0,10.0,,15.0,"Lilac, Japanese",27.0,"{'type': 'Point', 'coordinates': (-79.3698475340075, 43.7116285329324)}"
3314566,3806,EY6398,130,BESSBOROUGH DR,ROLLAND RD,MILLWOOD RD,,0.0,10.0,,15.0,"Maple, Norway",93.0,"{'type': 'Point', 'coordinates': (-79.3706911853348, 43.7034659597612)}"
3314567,3807,19996,19,HUMBER RIDGE DR,PARK LAWN RD,RIVERWOOD PKWY,,0.0,20.0,,3.0,Serviceberry,13.0,"{'type': 'Point', 'coordinates': (-79.4931972017989, 43.6405421919007)}"
3314568,3808,361241,89,CONFERENCE BLVD,D'ARCY MAGEE CRES,WICHEY RD,,0.0,10.0,,25.0,Redbud,8.0,"{'type': 'Point', 'coordinates': (-79.1420464745053, 43.7853462138786)}"
3314569,3809,413499,15,SHERWOOD AVE TORONTO,SHERWOOD LANE,MOUNT PLEASANT RD,,0.0,70.0,,15.0,"Lilac, Japanese",4.0,"{'type': 'Point', 'coordinates': (-79.3985834181062, 43.7134149392476)}"
3314570,3810,ET100632,374,THE KINGSWAY,ELSTREE RD,SWINDON RD,,0.0,10.0,,2.0,"Maple, silver",50.0,"{'type': 'Point', 'coordinates': (-79.5298214365352, 43.6676617216796)}"
3314571,3811,189525,23,WESTMORE DR,ALBION RD,CARRIER DR,,0.0,30.0,,1.0,"Basswood, Redmond",8.0,"{'type': 'Point', 'coordinates': (-79.6040575195079, 43.7419534853119)}"
3314572,3812,NY1369,65,BROADLANDS BLVD,MUIRCREST DR,CARONPORT CRES,,0.0,10.0,,16.0,Cherry,20.0,"{'type': 'Point', 'coordinates': (-79.3204366483482, 43.7444611295637)}"
3314573,3813,383009,13,HUMBERVIEW CRES,LN W WESTON S HUMBERVIEW,,,0.0,7.0,,5.0,"Walnut, black",8.0,"{'type': 'Point', 'coordinates': (-79.5337496824487, 43.7064294226338)}"
3314574,3814,NY45700,229,CALVINGTON DR,FORTHBRIDGE CRES,DALSBY RD,,0.0,10.0,,6.0,Serviceberry,21.0,"{'type': 'Point', 'coordinates': (-79.5009577652883, 43.7296071223026)}"
3314575,3815,ET31426,56,ELMA ST,ROYAL YORK RD,DWIGHT AVE,,0.0,10.0,,3.0,"Spruce, Colorado blue",26.0,"{'type': 'Point', 'coordinates': (-79.4979646284634, 43.6079813055121)}"
3314576,3816,TO53697,71,KING ST E,LEADER LANE,CHURCH ST TORONTO,,0.0,10.0,,13.0,Honey locust,20.0,"{'type': 'Point', 'coordinates': (-79.375353162314, 43.6495302573883)}"
3314577,3817,470985,2201,FINCH AVE W,ARROW RD,WESTON RD,,0.0,90.0,,7.0,"Oak, swamp white",8.0,"{'type': 'Point', 'coordinates': (-79.5366138452763, 43.7524243633083)}"
3314578,3818,404078,1,COLWOOD RD,ROYAL YORK RD,EDGEVALLEY DR,,0.0,100.0,,2.0,"Hemlock, eastern",6.0,"{'type': 'Point', 'coordinates': (-79.5199859930549, 43.6672077487819)}"
3314579,3819,145259,30,PENN DR,MILVAN DR,MILLPORT DR,,0.0,20.0,,7.0,"Honey locust, 'Skyline'",8.0,"{'type': 'Point', 'coordinates': (-79.5552860301897, 43.7513710882728)}"
3314580,3820,TO57228,176,LESLIE ST,LN N QUEEN W LESLIE,DUNDAS ST E,,0.0,10.0,ST. JOSEPH,14.0,"Apple, Sargents",34.0,"{'type': 'Point', 'coordinates': (-79.3318905488989, 43.6658080724709)}"
3314581,3821,152552,132,GLEN PARK AVE,ENGLEMOUNT AVE,SHERMOUNT AVE,,0.0,10.0,,8.0,"Maple, Freeman 'Autumn Blaze'",27.0,"{'type': 'Point', 'coordinates': (-79.4378751830411, 43.7112891263529)}"
3314582,3822,301122,1643,YONGE ST,PLANNING BOUNDARY,BELTLINE TRL,,0.0,150.0,,12.0,"Ash, green",20.0,"{'type': 'Point', 'coordinates': (-79.394993775045, 43.6919676025752)}"
3314583,3823,ET65042,37,MAYDOLPH RD,LAUREL AVE ETOBICOKE,CRONIN DR,,0.0,10.0,,2.0,"Maple, Norway",38.0,"{'type': 'Point', 'coordinates': (-79.5548148215696, 43.6438831824909)}"
3314584,3824,YO18952,35,ROSENEATH GDNS,GLENHURST AVE,EARLSDALE AVE,,0.0,10.0,,9.0,"Maple, Norway",75.0,"{'type': 'Point', 'coordinates': (-79.4349434470419, 43.6834507730346)}"
3314585,3825,15965,30,HERNSHAW CRES,BOTLEY RD,ENDWOOD RD,,0.0,40.0,,2.0,"Maple, silver",41.0,"{'type': 'Point', 'coordinates': (-79.5738286720846, 43.6464554989949)}"
3314586,3826,ET51570,44,KENNEBEC CRES,KINLOSS RD,PAKENHAM DR,,0.0,10.0,,1.0,"Maple, hedge",48.0,"{'type': 'Point', 'coordinates': (-79.5622905224585, 43.7257434558261)}"
3314587,3827,ET85718,48,ROBIN HOOD RD,CUDWORTH PL,CHESTNUT HILLS PKWY,,0.0,20.0,,2.0,"Spruce, Colorado blue",55.0,"{'type': 'Point', 'coordinates': (-79.5257690959182, 43.655693098603)}"
3314588,3828,484251,349,WILDCAT RD,PETROLIA RD,CANARCTIC DR,,0.0,120.0,,6.0,"Elm, American 'Valley Forge'",8.0,"{'type': 'Point', 'coordinates': (-79.4906978562366, 43.7772742139965)}"
3314589,3829,308320,5,CORNELIUS PKWY,MAPLE LEAF DR,JAY ST,,0.0,30.0,,5.0,"Honey locust, 'Shade master'",8.0,"{'type': 'Point', 'coordinates': (-79.478987136831, 43.7137548422468)}"
3314590,3830,97076,127,NORTHCOTE AVE,LN S AFTON E NORTHCOTE,AFTON AVE,,0.0,10.0,,9.0,"Maple, sugar",12.0,"{'type': 'Point', 'coordinates': (-79.4273896296612, 43.646662482633)}"
3314591,3831,NY7097,22,MELLOWOOD DR,BEAVERHALL DR,BANNATYNE DR,,0.0,10.0,,15.0,"Apple, Sargents",31.0,"{'type': 'Point', 'coordinates': (-79.3685491968133, 43.756589512525)}"
3314592,3832,501994,54,EDGECOMBE AVE,CARIBOU RD,LAWRENCE AVE W,,0.0,20.0,,8.0,"Cedar, white",32.0,"{'type': 'Point', 'coordinates': (-79.4167641037544, 43.7215846529522)}"
3314593,3833,SC36321,106,HOLMCREST TRL,PAULANDER AVE,PAULANDER AVE,,0.0,10.0,,25.0,"Maple, Norway",36.0,"{'type': 'Point', 'coordinates': (-79.1534475396964, 43.7741394569548)}"
3314594,3834,NY49217,89,MARGARET AVE,SALINGER CRT,BRIAN DR,,0.0,10.0,,17.0,"Linden, littleleaf 'Greenspire'",52.0,"{'type': 'Point', 'coordinates': (-79.3361505192713, 43.7861876341052)}"
3314595,3835,307587,103,BALLACAINE DR,BETHNAL AVE,MINDEN CRES,,0.0,10.0,,3.0,Hackberry,16.0,"{'type': 'Point', 'coordinates': (-79.4963061109133, 43.6366612366501)}"
3314596,3836,623377,19,TREVERTON DR,KENNEDY RD,SEDGEWICK CRES,,0.0,10.0,,21.0,"Maple, Amur",6.0,"{'type': 'Point', 'coordinates': (-79.2670968339321, 43.7339019976993)}"
3314597,3837,SC12746,139,MALVERN ST,ROBBINSTONE DR,LENTHALL AVE,,0.0,10.0,,23.0,"Maple, Norway",42.0,"{'type': 'Point', 'coordinates': (-79.2361523297099, 43.7978929004087)}"
3314598,3838,NY80900,28,LADYSHOT CRES,ELDORADO CRT,GRANDRAVINE DR,,0.0,10.0,,6.0,"Maple, Norway",45.0,"{'type': 'Point', 'coordinates': (-79.5011674400385, 43.7492299161655)}"
3314599,3839,YO12377,155,MARLEE AVE,RIDELLE AVE,BRIAR HILL AVE,,0.0,60.0,,8.0,Honey locust,0.0,"{'type': 'Point', 'coordinates': (-79.44160889731111, 43.7047157389248)}"
3314600,3840,582048,1,PORTHCLAIR CRT,TIDESWELL BLVD,,,0.0,30.0,,25.0,"Oak, white",4.0,"{'type': 'Point', 'coordinates': (-79.1559383615768, 43.8002721367405)}"
3314601,3841,394098,30,LONG BRANCH AVE,PARK BLVD,MUSKOKA AVE,A,0.0,20.0,,3.0,"Beech, European 'columnar'",5.0,"{'type': 'Point', 'coordinates': (-79.5327797178057, 43.5913652202003)}"
3314602,3842,498866,8,MEADOWBROOK RD,ENGLEMOUNT AVE,SHERMOUNT AVE,,0.0,20.0,,8.0,"Cherry, Japanese",20.0,"{'type': 'Point', 'coordinates': (-79.4386104004264, 43.7149208936697)}"
3314603,3843,EY15286,150,LANGFORD AVE,FIELDING AVE,ALDWYCH AVE,,0.0,10.0,,14.0,"Maple, sugar",45.0,"{'type': 'Point', 'coordinates': (-79.3422673011718, 43.68361749254141)}"
3314604,3844,55126,65,MATTICE AVE,BOTFIELD AVE,BOTFIELD AVE,,0.0,30.0,,2.0,"Linden, littleleaf 'Greenspire'",24.0,"{'type': 'Point', 'coordinates': (-79.5402079716977, 43.646101870968)}"
3314605,3845,ET83336,26,REXTON RD,MOORESHEAD DR,MULGROVE DR,,0.0,10.0,,2.0,"Apple, Sargents",40.0,"{'type': 'Point', 'coordinates': (-79.5684239877401, 43.6418758407859)}"
3314606,3846,SC108847,8,DURNESS AVE,TIDESWELL BLVD,SHALLICE CRT,,0.0,10.0,,25.0,"Maple, Norway 'Schwedler'",28.0,"{'type': 'Point', 'coordinates': (-79.1552131365393, 43.7999231741406)}"
3314607,3847,469002,21,MOSSGROVE TRL,PINNACLE RD,RIDERWOOD DR,,0.0,900.0,,15.0,Kentucky coffee,8.0,"{'type': 'Point', 'coordinates': (-79.3689002408893, 43.7522325988599)}"
3314608,3848,265113,5780,SHEPPARD AVE E,PROGRESS AVE,GATEFORTH DR,,0.0,110.0,,23.0,"Maple, Norway 'Crimson King'",22.0,"{'type': 'Point', 'coordinates': (-79.2314463126847, 43.7954815101443)}"
3314609,3849,YO2777,338,VAUGHAN RD,HUMEWOOD DR,CHERRYWOOD AVE,,0.0,99998.0,,12.0,"Maple, silver",85.0,"{'type': 'Point', 'coordinates': (-79.4292208460095, 43.688642862923)}"
3314610,3850,NY93858,60,PARK LANE CRCL,LAWRENCE AVE E,GLENORCHY RD,,0.0,40.0,PARK LANE PS,15.0,"Buckthorn, European",21.0,"{'type': 'Point', 'coordinates': (-79.3668200605055, 43.7289236202676)}"
3314611,3851,303413,102,CHELTENHAM AVE,ST IVES CRES,MILDENHALL RD,,0.0,10.0,,15.0,"Hazel, Turkish",2.0,"{'type': 'Point', 'coordinates': (-79.3893026847565, 43.7258196294861)}"
3314612,3852,123555,599,MILLWOOD RD,MC CORD RD,CLEVELAND ST,,0.0,30.0,,15.0,"Oak, pin",16.0,"{'type': 'Point', 'coordinates': (-79.3780162314089, 43.7032805740757)}"
3314613,3853,348687,31,SOMBRERO CRT,BRAZIL GT,,,0.0,230.0,,7.0,"Ash, green",25.0,"{'type': 'Point', 'coordinates': (-79.57530678728, 43.7639165918466)}"
3314614,3854,532045,1575,LAKE SHORE BLVD W,DOWLING S LAKESHORE W RAMP,LAKESHORE W PARKSIDE RAMP,,0.0,60.0,BUDAPEST PARK,4.0,"Maple, freeman 'Marmo'",8.0,"{'type': 'Point', 'coordinates': (-79.4464362474865, 43.6368288203161)}"
3314615,3855,181385,19,BERRY CREEK DR,CLEARBROOKE CRCL,MONCRIEFF DR,,0.0,30.0,,1.0,Ginkgo,5.0,"{'type': 'Point', 'coordinates': (-79.56887535692, 43.7224955931741)}"
3314616,3856,535272,168,HORSHAM AVE,TAMWORTH RD,ABBOTSFORD RD,,0.0,40.0,,18.0,"Maple, Norway 'Schwedler'",46.0,"{'type': 'Point', 'coordinates': (-79.4234180272538, 43.7730987784672)}"
3314617,3857,377198,6,VERNHAM AVE,HARRISON RD,VERNHAM CRT,,0.0,30.0,,15.0,Tulip tree,23.0,"{'type': 'Point', 'coordinates': (-79.3763448345961, 43.7556048765695)}"
3314618,3858,236170,8,STAYNER AVE,BENNER AVE,MARLEE AVE,,0.0,10.0,,8.0,Ginkgo,3.0,"{'type': 'Point', 'coordinates': (-79.4408473368908, 43.70587470248441)}"
3314619,3859,SC33393,68,DUNINGTON DR,LYNN RD,FREEMAN ST,,0.0,30.0,,20.0,Linden,25.0,"{'type': 'Point', 'coordinates': (-79.2708352650737, 43.6895320233538)}"
3314620,3860,ET105570,1,TODD BROOK DR,HARLOW CRES,NORWICH PL,,0.0,25.0,,1.0,"Spruce, Colorado blue",5.0,"{'type': 'Point', 'coordinates': (-79.5697966082022, 43.7395677549368)}"
3314621,3861,266941,35,CROSSOVERS ST,LN E TED REEVE N CROSSOVERS,LN W WILLIAM HANCOX S CROSSOVERS,,0.0,20.0,,19.0,Ginkgo,9.0,"{'type': 'Point', 'coordinates': (-79.2966591066566, 43.6857040631518)}"
3314622,3862,NY90619,36,CARTWRIGHT AVE,JANE OSLER BLVD,GROTON ST,,0.0,5.0,,8.0,"Maple, silver",110.0,"{'type': 'Point', 'coordinates': (-79.4601252455473, 43.7236698926963)}"
3314623,3863,ET32608,55,ENFIELD AVE,GORT AVE,ALCAN AVE,,0.0,10.0,,3.0,"Catalpa, Northern",95.0,"{'type': 'Point', 'coordinates': (-79.5476739926051, 43.5927970525083)}"
3314624,3864,364023,3900,DANFORTH AVE,,KINGSTON RD,,0.0,470.0,,20.0,"Pine, Austrian",46.0,"{'type': 'Point', 'coordinates': (-79.2559846900187, 43.7016514381377)}"
3314625,3865,480042,24,ALLINGHAM GDNS,DE QUINCY BLVD,ALMONT RD,,0.0,190.0,,6.0,"Maple, Norway",16.0,"{'type': 'Point', 'coordinates': (-79.4360538376705, 43.7402729668159)}"
3314626,3866,ET115247,38,WILLINGDON BLVD,VARLEY LANE,KING GEORGES RD,,0.0,10.0,,3.0,"Maple, Norway 'Emerald Queen '",47.0,"{'type': 'Point', 'coordinates': (-79.5109507044074, 43.6495678312818)}"
3314627,3867,193052,177,GRACEFIELD AVE,DANTE RD,BLUEBELL GT,,0.0,80.0,GRACEFIELD PS,5.0,Zelkova,15.0,"{'type': 'Point', 'coordinates': (-79.4914064041562, 43.709018391832)}"
3314628,3868,592291,160,BARTLEY DR,HOBSON AVE,BERMONDSEY RD,,0.0,10.0,,16.0,"Maple, silver",8.0,"{'type': 'Point', 'coordinates': (-79.3114202728708, 43.7221383978889)}"
3314629,3869,581733,345,ALLIANCE AVE,HUMBER BLVD YORK,ROCKCLIFFE BLVD,,0.0,99.0,BLACK CREEK SITE EAST,5.0,"Maple, silver",5.0,"{'type': 'Point', 'coordinates': (-79.4835824997881, 43.6778351747913)}"
3314630,3870,459639,65,GOVERNMENT RD,EARLINGTON AVE,MARQUIS AVE,,0.0,50.0,,3.0,"Mulberry, white",22.0,"{'type': 'Point', 'coordinates': (-79.5080560561964, 43.6591678100047)}"
3314631,3871,266183,4,SUNPLAINS CRES,BROADFIELD DR,BROADFIELD DR,,0.0,20.0,,2.0,"Oak, swamp white",4.0,"{'type': 'Point', 'coordinates': (-79.576345216462, 43.6298028407424)}"
3314632,3872,401505,15,YULE AVE,WINDERMERE AVE,,,0.0,40.0,,4.0,"Elm, Siberian",32.0,"{'type': 'Point', 'coordinates': (-79.4800580312642, 43.6459907699681)}"
3314633,3873,NY56286,377,PRINCESS AVE,HIGHGATE AVE,ESTELLE AVE,,0.0,10.0,,18.0,"Lilac, Japanese",34.0,"{'type': 'Point', 'coordinates': (-79.392333627919, 43.77280776631)}"
3314634,3874,YO200,130,VAUGHAN RD,LOUISE AVE,MAPLEWOOD AVE,,0.0,20.0,,12.0,Honey locust,36.0,"{'type': 'Point', 'coordinates': (-79.4219980873382, 43.6847627232458)}"
3314635,3875,349541,3,JOHN STONER DR,MORNINGSIDE AVE SCARBOROUGH,FAWCETT TRL,,0.0,20.0,,25.0,Linden,33.0,"{'type': 'Point', 'coordinates': (-79.2069758166938, 43.8132284365792)}"
3314636,3876,377805,36,BERRYMAN ST,LN W DAVENPORT S BERRYMAN,HAZELTON AVE,,0.0,10.0,,11.0,"Spruce, white",3.0,"{'type': 'Point', 'coordinates': (-79.3930441861594, 43.6734671589659)}"
3314637,3877,202328,1,NEWSTEAD RD,SUMMITCREST DR,WOODPARK RD,,0.0,20.0,,2.0,"Maple, Norway",56.0,"{'type': 'Point', 'coordinates': (-79.53351541903491, 43.685092780928)}"
3314638,3878,19504,30,WESTLEIGH CRES,ROSELAND DR,,,0.0,99.0,,3.0,Yew,20.0,"{'type': 'Point', 'coordinates': (-79.5522575931891, 43.597923021215)}"
3314639,3879,101193,219,KINGSDALE AVE,LN E WILLOWDALE S KINGSDALE,LONGMORE ST,,0.0,20.0,,18.0,"Maple, silver",69.0,"{'type': 'Point', 'coordinates': (-79.40057703773641, 43.7727033498536)}"
3314640,3880,556470,1,ROTHWELL RD,PACHINO BLVD,RANDANE DR,,0.0,20.0,,21.0,"Oak, white",4.0,"{'type': 'Point', 'coordinates': (-79.3130454380749, 43.7632923187521)}"
3314641,3881,64838,48,RANWOOD DR,QUEENSLEA AVE,GARY DR,,0.0,10.0,,5.0,"Maple, sugar",17.0,"{'type': 'Point', 'coordinates': (-79.5194902798681, 43.710579367190604)}"
3314642,3882,368697,7,ABNER PL,LEARMONT DR,,,0.0,10.0,,2.0,"Maple, Norway",38.0,"{'type': 'Point', 'coordinates': (-79.55912901632762, 43.689704642279)}"
3314643,3883,TO90217,70,SPRUCE ST,GIFFORD ST,NASMITH AVE,,0.0,400.0,SPRUCECOURT PS JR.,13.0,"Maple, Norway",58.0,"{'type': 'Point', 'coordinates': (-79.3643733087552, 43.6652018885319)}"
3314644,3884,145283,87,PENN DR,MILVAN DR,MILLPORT DR,,0.0,10.0,,7.0,Kentucky coffee,7.0,"{'type': 'Point', 'coordinates': (-79.5586699169762, 43.7542341590541)}"
3314645,3885,ET116236,40,WINDSOR RD,ST ANDREWS BLVD,ST GEORGES BLVD,,0.0,10.0,,1.0,"Maple, Norway 'Crimson King'",49.0,"{'type': 'Point', 'coordinates': (-79.5568777231116, 43.7005082782565)}"
3314646,3886,291927,355,THE EAST MALL,FORMULA CRT,VALHALLA INN RD,,0.0,99.0,EAST MALL PARK,2.0,"Ash, green",24.0,"{'type': 'Point', 'coordinates': (-79.5568971202202, 43.6408775335123)}"
3314647,3887,473585,1705,FINCH AVE W,SENTINEL RD,TOBERMORY DR,,0.0,20.0,DERRYDOWNS PARK,7.0,Honey locust,4.0,"{'type': 'Point', 'coordinates': (-79.5039601391336, 43.7600652327974)}"
3314648,3888,NY142585,222,WILFRED AVE,MCKEE AVE,DUNVIEW AVE,,0.0,20.0,,18.0,"Spruce, Colorado blue",30.0,"{'type': 'Point', 'coordinates': (-79.3998473953677, 43.7768709538523)}"
3314649,3889,SC112130,43,WHITEWAY CRT,MORNINGVIEW TRL,,,0.0,10.0,,25.0,"Maple, Norway columnar",31.0,"{'type': 'Point', 'coordinates': (-79.202415311551, 43.8212201270872)}"
3314650,3890,NY81534,9,LISTER DR,DREWRY AVE,DALLAS RD,,0.0,10.0,,18.0,"Maple, Norway",58.0,"{'type': 'Point', 'coordinates': (-79.4373590005557, 43.781611484488)}"
3314651,3891,TO111562,254,WINDERMERE AVE,RAMBERT CRES,YULE AVE,,0.0,20.0,,4.0,"Maple, Manitoba",49.0,"{'type': 'Point', 'coordinates': (-79.479151724966, 43.6456281411671)}"
3314652,3892,477209,201,ARMOUR BLVD,LYONSGATE DR,SANDRINGHAM DR,,0.0,30.0,,6.0,"Birch, white",51.0,"{'type': 'Point', 'coordinates': (-79.4326451455525, 43.7441112517079)}"
3314653,3893,58186,140,COLLEGE ST TORONTO,UNIVERSITY AVE,MC CAUL ST,,0.0,50.0,,11.0,"Maple, silver",90.0,"{'type': 'Point', 'coordinates': (-79.3912151770798, 43.6599630438965)}"
3314654,3894,NY131951,135,CLIFFWOOD RD,HAWLEAF CRES,CHERRYSTONE DR,,0.0,10.0,,17.0,"Spruce, Colorado blue",33.0,"{'type': 'Point', 'coordinates': (-79.3595150742888, 43.805601945676)}"
3314655,3895,451560,94,VALECREST DR,GLENDARLING RD,GLENDARLING RD,,0.0,20.0,,2.0,Pine scots,4.0,"{'type': 'Point', 'coordinates': (-79.5202770807906, 43.6747879684482)}"
3314656,3896,269804,99,CELESTINE DR,TYNEVALE DR,JARDINE PL,,0.0,10.0,,2.0,"Cherry, Japanese",4.0,"{'type': 'Point', 'coordinates': (-79.5572731691831, 43.6865884005189)}"
3314657,3897,567270,25,BURNFIELD AVE,MELVILLE AVE,OSSINGTON AVE,,0.0,10.0,,11.0,Sumac Staghorn,10.0,"{'type': 'Point', 'coordinates': (-79.4271928904139, 43.6694874466982)}"
3314658,3898,480530,144,LINDSEY AVE,SHERIDAN AVE,LN E BROCK S LINDSEY,,0.0,10.0,,9.0,Redbud,4.0,"{'type': 'Point', 'coordinates': (-79.4360174070101, 43.6530376039262)}"
3314659,3899,NY74177,172,BYNG AVE NORTH YORK,WILLOWDALE AVE,LONGMORE ST,,0.0,10.0,,18.0,"Maple, Norway",48.0,"{'type': 'Point', 'coordinates': (-79.405105848332, 43.7787831193966)}"
3314660,3900,487601,2647,KEELE ST,KEELE ST N 401 C E RAMP,KEELE ST S 401 C E RAMP,,0.0,10.0,,5.0,"Maple, Manitoba",20.0,"{'type': 'Point', 'coordinates': (-79.4806911316903, 43.7217329819206)}"
3314661,3901,286575,316,DELORAINE AVE,ELM RD,AVENUE RD,,0.0,40.0,,8.0,"Spruce, white",8.0,"{'type': 'Point', 'coordinates': (-79.4156989091183, 43.7317286301513)}"
3314662,3902,ET108500,29,TYNEVALE DR,CELESTINE DR,THELMERE PL,,0.0,10.0,,2.0,"Maple, Norway",38.0,"{'type': 'Point', 'coordinates': (-79.5601941351583, 43.6857912383791)}"
3314663,3903,64684,74,HONEYWOOD RD,LOMAR DR,LOMAR DR,,0.0,10.0,,7.0,"Maple, sugar",3.0,"{'type': 'Point', 'coordinates': (-79.5249266920963, 43.7394084291631)}"
3314664,3904,ET41550,55,GRIERSON RD,ALLENBY AVE,HUNTSMOOR RD,,0.0,10.0,,1.0,"Maple, Norway",40.0,"{'type': 'Point', 'coordinates': (-79.545414567367, 43.7153339537926)}"
3314665,3905,TO136191,150,SHERBOURNE ST,LN N QUEEN E SHERBOURNE,SHUTER ST,,0.0,9999.0,MOSS PARK,13.0,"Maple, silver",58.0,"{'type': 'Point', 'coordinates': (-79.37039696768481, 43.6553875456189)}"
3314666,3906,ET11742,252,BIRMINGHAM ST,SIXTEENTH ST,SEVENTEENTH ST,,0.0,10.0,,3.0,"Apple, Sargents",30.0,"{'type': 'Point', 'coordinates': (-79.5163318033685, 43.601198080878)}"
3314667,3907,147920,136,FELSTEAD AVE,GILLARD AVE,MONARCH PARK AVE,,0.0,10.0,,14.0,"Maple, silver",70.0,"{'type': 'Point', 'coordinates': (-79.3261323672195, 43.6790510112366)}"
3314668,3908,NY46583,188,SEARLE AVE,ELDER ST,WILMINGTON AVE,,0.0,10.0,,6.0,Serviceberry,7.0,"{'type': 'Point', 'coordinates': (-79.45412525305231, 43.757476273154005)}"
3314669,3909,602051,10,FARNBORO RD,ATTWELL DR,27 S FARNBORO W RAMP,,0.0,14.0,,1.0,"Oak, red",8.0,"{'type': 'Point', 'coordinates': (-79.585341587975, 43.6923410118601)}"
3314670,3910,NY78883,523,GLENCAIRN AVE,BATHURST ST,GLENMOUNT AVE,,0.0,10.0,,8.0,"Maple, Norway",70.0,"{'type': 'Point', 'coordinates': (-79.4294491106208, 43.7119643177274)}"
3314671,3911,560074,85,QUEENS WHARF RD,HOUSEY ST,FORT YORK BLVD,,0.0,220.0,,10.0,"Oak, red",8.0,"{'type': 'Point', 'coordinates': (-79.3988387514054, 43.638833360934)}"
3314672,3912,572679,69,FOCH AVE,JELLICOE AVE,ALBRIGHT AVE,A,0.0,10.0,,3.0,"Planetree, London",6.0,"{'type': 'Point', 'coordinates': (-79.5462129847338, 43.596769658828)}"
3314673,3913,NY95170,16,TRUXFORD RD,BROOKBANKS DR,,,0.0,20.0,,16.0,"Maple, red",25.0,"{'type': 'Point', 'coordinates': (-79.3282446358923, 43.7569631414503)}"
3314674,3914,SC65540,68,CHESTERMERE BLVD,RUTTER GT,PEKING RD,,0.0,10.0,,24.0,"Apple, Sargents",40.0,"{'type': 'Point', 'coordinates': (-79.224313926994, 43.7489104536952)}"
3314675,3915,105161,16,RAVEN RD,RUSTIC RD,MAIDSTONE ST,,0.0,10.0,,5.0,"Maple, sugar",13.0,"{'type': 'Point', 'coordinates': (-79.5050012161414, 43.7140052880834)}"
3314676,3916,NY62949,99,DOWNSVIEW AVE,SPRINGVIEW AVE,MONTANA AVE,,0.0,30.0,,6.0,"Honey locust, 'Skyline'",43.0,"{'type': 'Point', 'coordinates': (-79.5009985384446, 43.7197033953497)}"
3314677,3917,254639,10,DISCO RD,BROCKPORT DR,ATTWELL DR,,0.0,20.0,,1.0,"Honey locust, 'Skyline'",8.0,"{'type': 'Point', 'coordinates': (-79.5899496031547, 43.7025382764933)}"
3314678,3918,19918,2,CHARADE CRT,BRANTFORD DR,,,0.0,10.0,,22.0,"Maple, Norway 'Schwedler'",40.0,"{'type': 'Point', 'coordinates': (-79.3253695362721, 43.7909683600969)}"
3314679,3919,326058,44,VALLEY WOODS RD,BROOKBANKS DR,YORK MILLS RD,,0.0,130.0,,16.0,Ginkgo,8.0,"{'type': 'Point', 'coordinates': (-79.3334361124857, 43.7546450065803)}"
3314680,3920,554092,6923,STEELES AVE W,STEINWAY BLVD,SIGNAL HILL AVE,,0.0,15.0,,1.0,Kentucky coffee,8.0,"{'type': 'Point', 'coordinates': (-79.6224152376358, 43.7529413531624)}"
3314681,3921,594466,395,RHODES AVE,FAIRFORD AVE,,,0.0,10.0,,14.0,Serviceberry,6.0,"{'type': 'Point', 'coordinates': (-79.32130770289722, 43.6755405286188)}"
